Time,Open,High,Low,Close,Volume
2021-02-26T02:17+01:00[Europe/Zurich],0.031693,0.0317,0.031661,0.031686,119.001
2021-02-26T02:18+01:00[Europe/Zurich],0.031693,0.031738,0.031685,0.031708,137.306
2021-02-26T02:19+01:00[Europe/Zurich],0.031705,0.031722,0.031678,0.031685,125.94
2021-02-26T02:20+01:00[Europe/Zurich],0.031685,0.031685,0.031641,0.031641,163.298
2021-02-26T02:21+01:00[Europe/Zurich],0.031641,0.031667,0.03161,0.031617,281.876
2021-02-26T02:22+01:00[Europe/Zurich],0.031611,0.031616,0.03157,0.031585,192.969
2021-02-26T02:23+01:00[Europe/Zurich],0.031575,0.03159,0.031543,0.031552,164.97
2021-02-26T02:24+01:00[Europe/Zurich],0.031557,0.031586,0.031545,0.031576,171.381
2021-02-26T02:25+01:00[Europe/Zurich],0.031575,0.031609,0.031533,0.031582,313.222
2021-02-26T02:26+01:00[Europe/Zurich],0.031582,0.031606,0.031558,0.03158,159.578
2021-02-26T02:27+01:00[Europe/Zurich],0.031581,0.031601,0.031556,0.031592,206.17
2021-02-26T02:28+01:00[Europe/Zurich],0.031586,0.031617,0.03157,0.031616,113.921
2021-02-26T02:29+01:00[Europe/Zurich],0.031609,0.031661,0.031609,0.031632,149.264
2021-02-26T02:30+01:00[Europe/Zurich],0.031632,0.031633,0.031581,0.031581,110.195
2021-02-26T02:31+01:00[Europe/Zurich],0.031581,0.0316,0.031581,0.031585,96.296
2021-02-26T02:32+01:00[Europe/Zurich],0.031585,0.031623,0.031563,0.031597,149.634
2021-02-26T02:33+01:00[Europe/Zurich],0.031592,0.031603,0.031575,0.031592,130.576
2021-02-26T02:34+01:00[Europe/Zurich],0.031593,0.031629,0.031593,0.03162,341.736
2021-02-26T02:35+01:00[Europe/Zurich],0.031619,0.031634,0.031599,0.031604,271.479
2021-02-26T02:36+01:00[Europe/Zurich],0.031604,0.031639,0.031598,0.03163,207.521
2021-02-26T02:37+01:00[Europe/Zurich],0.031629,0.031658,0.031616,0.031652,169.08
2021-02-26T02:38+01:00[Europe/Zurich],0.031643,0.031643,0.031564,0.031564,248.81
2021-02-26T02:39+01:00[Europe/Zurich],0.031564,0.031598,0.031541,0.03159,164.758
2021-02-26T02:40+01:00[Europe/Zurich],0.03159,0.031618,0.031577,0.031608,149.31
2021-02-26T02:41+01:00[Europe/Zurich],0.031611,0.03163,0.031581,0.031582,180.168
2021-02-26T02:42+01:00[Europe/Zurich],0.031584,0.031585,0.03156,0.031563,138.11
2021-02-26T02:43+01:00[Europe/Zurich],0.031564,0.031567,0.031541,0.031544,337.195
2021-02-26T02:44+01:00[Europe/Zurich],0.031541,0.031547,0.0315,0.031511,547.802
2021-02-26T02:45+01:00[Europe/Zurich],0.031512,0.031543,0.031507,0.031542,343.94
2021-02-26T02:46+01:00[Europe/Zurich],0.031542,0.031587,0.031528,0.031576,135.306
2021-02-26T02:47+01:00[Europe/Zurich],0.031573,0.031578,0.031523,0.031549,534.903
2021-02-26T02:48+01:00[Europe/Zurich],0.031552,0.03156,0.031534,0.031543,97.837
2021-02-26T02:49+01:00[Europe/Zurich],0.03154,0.031585,0.031526,0.031585,218.076
2021-02-26T02:50+01:00[Europe/Zurich],0.031588,0.03159,0.031526,0.031537,204.014
2021-02-26T02:51+01:00[Europe/Zurich],0.031535,0.031597,0.031528,0.031589,278.671
2021-02-26T02:52+01:00[Europe/Zurich],0.031589,0.031633,0.031587,0.031618,225.667
2021-02-26T02:53+01:00[Europe/Zurich],0.031618,0.031651,0.031608,0.031631,200.935
2021-02-26T02:54+01:00[Europe/Zurich],0.031625,0.031625,0.031589,0.031615,151.85
2021-02-26T02:55+01:00[Europe/Zurich],0.031613,0.031683,0.031601,0.031675,248.965
2021-02-26T02:56+01:00[Europe/Zurich],0.031666,0.031678,0.031653,0.031659,147.164
2021-02-26T02:57+01:00[Europe/Zurich],0.031656,0.031664,0.031619,0.031632,166.031
2021-02-26T02:58+01:00[Europe/Zurich],0.031635,0.031669,0.03162,0.031659,210.882
2021-02-26T02:59+01:00[Europe/Zurich],0.03166,0.031673,0.031626,0.031671,197.921
2021-02-26T03:00+01:00[Europe/Zurich],0.031672,0.031698,0.031651,0.031657,167.596
2021-02-26T03:01+01:00[Europe/Zurich],0.031661,0.031661,0.03161,0.031635,311.623
2021-02-26T03:02+01:00[Europe/Zurich],0.031637,0.03165,0.031612,0.031644,173.871
2021-02-26T03:03+01:00[Europe/Zurich],0.031644,0.031651,0.031621,0.031646,106.222
2021-02-26T03:04+01:00[Europe/Zurich],0.031646,0.031647,0.031591,0.031595,226.659
2021-02-26T03:05+01:00[Europe/Zurich],0.031594,0.03164,0.031594,0.031599,207.162
2021-02-26T03:06+01:00[Europe/Zurich],0.031608,0.031639,0.031604,0.031638,154.58
2021-02-26T03:07+01:00[Europe/Zurich],0.031639,0.031693,0.031626,0.031682,313.377
2021-02-26T03:08+01:00[Europe/Zurich],0.031683,0.031732,0.03167,0.031729,226.699
2021-02-26T03:09+01:00[Europe/Zurich],0.031729,0.031753,0.031712,0.031744,197.332
2021-02-26T03:10+01:00[Europe/Zurich],0.031744,0.03176,0.031733,0.03176,94.08
2021-02-26T03:11+01:00[Europe/Zurich],0.03176,0.031765,0.03173,0.03174,77.371
2021-02-26T03:12+01:00[Europe/Zurich],0.031737,0.031752,0.031723,0.031752,109.374
2021-02-26T03:13+01:00[Europe/Zurich],0.031749,0.03175,0.031727,0.031739,107.761
2021-02-26T03:14+01:00[Europe/Zurich],0.03174,0.031767,0.03173,0.031752,282.605
2021-02-26T03:15+01:00[Europe/Zurich],0.03175,0.03175,0.031637,0.03165,240.827
2021-02-26T03:16+01:00[Europe/Zurich],0.03165,0.031668,0.031636,0.031649,149.38
2021-02-26T03:17+01:00[Europe/Zurich],0.031651,0.031655,0.031596,0.031618,142.129
2021-02-26T03:18+01:00[Europe/Zurich],0.031618,0.031629,0.031604,0.031621,109.708
2021-02-26T03:19+01:00[Europe/Zurich],0.031622,0.031628,0.031576,0.03159,107.228
2021-02-26T03:20+01:00[Europe/Zurich],0.031591,0.031602,0.03156,0.031601,103.169
2021-02-26T03:21+01:00[Europe/Zurich],0.031602,0.031604,0.031563,0.031589,144.836
2021-02-26T03:22+01:00[Europe/Zurich],0.031596,0.031596,0.031557,0.03158,117.525
2021-02-26T03:23+01:00[Europe/Zurich],0.031584,0.031585,0.031545,0.031562,131.758
2021-02-26T03:24+01:00[Europe/Zurich],0.031562,0.031587,0.031546,0.031547,277.941
2021-02-26T03:25+01:00[Europe/Zurich],0.031547,0.031562,0.03154,0.031551,150.491
2021-02-26T03:26+01:00[Europe/Zurich],0.031551,0.031564,0.031537,0.031548,99.307
2021-02-26T03:27+01:00[Europe/Zurich],0.031549,0.031576,0.031501,0.031509,285.272
2021-02-26T03:28+01:00[Europe/Zurich],0.031512,0.031554,0.0315,0.031546,311.667
2021-02-26T03:29+01:00[Europe/Zurich],0.031546,0.031584,0.031543,0.031583,170.817
2021-02-26T03:30+01:00[Europe/Zurich],0.031583,0.031608,0.031563,0.031585,303.185
2021-02-26T03:31+01:00[Europe/Zurich],0.03158,0.031583,0.031538,0.031543,80.81
2021-02-26T03:32+01:00[Europe/Zurich],0.031548,0.031587,0.031538,0.031577,94.934
2021-02-26T03:33+01:00[Europe/Zurich],0.031578,0.031585,0.031551,0.031585,311.751
2021-02-26T03:34+01:00[Europe/Zurich],0.031581,0.031609,0.031571,0.031602,134.375
2021-02-26T03:35+01:00[Europe/Zurich],0.031601,0.031617,0.031589,0.031614,131.023
2021-02-26T03:36+01:00[Europe/Zurich],0.031614,0.031618,0.031585,0.031595,96.477
2021-02-26T03:37+01:00[Europe/Zurich],0.031594,0.031598,0.03157,0.03157,100.463
2021-02-26T03:38+01:00[Europe/Zurich],0.031569,0.031573,0.031543,0.031543,102.777
2021-02-26T03:39+01:00[Europe/Zurich],0.031546,0.031575,0.031542,0.03157,115.038
2021-02-26T03:40+01:00[Europe/Zurich],0.031566,0.031571,0.031547,0.031557,156.439
2021-02-26T03:41+01:00[Europe/Zurich],0.031559,0.03158,0.031532,0.031542,162.715
2021-02-26T03:42+01:00[Europe/Zurich],0.031541,0.031548,0.03141,0.031436,553.149
2021-02-26T03:43+01:00[Europe/Zurich],0.031435,0.031476,0.031425,0.031459,290.475
2021-02-26T03:44+01:00[Europe/Zurich],0.031452,0.031484,0.031406,0.031413,171.871
2021-02-26T03:45+01:00[Europe/Zurich],0.031409,0.031421,0.031348,0.03141,315.727
2021-02-26T03:46+01:00[Europe/Zurich],0.031409,0.031446,0.031392,0.031441,76.857
2021-02-26T03:47+01:00[Europe/Zurich],0.031439,0.031444,0.031423,0.031424,33.625
2021-02-26T03:48+01:00[Europe/Zurich],0.031434,0.031473,0.031434,0.031451,223.321
2021-02-26T03:49+01:00[Europe/Zurich],0.03145,0.031452,0.031411,0.03143,303.987
2021-02-26T03:50+01:00[Europe/Zurich],0.03143,0.031438,0.0314,0.031412,285.657
2021-02-26T03:51+01:00[Europe/Zurich],0.031411,0.031428,0.031367,0.031367,132.271
2021-02-26T03:52+01:00[Europe/Zurich],0.031366,0.031401,0.031362,0.031383,105.946
2021-02-26T03:53+01:00[Europe/Zurich],0.031382,0.031407,0.031376,0.031407,147.532
2021-02-26T03:54+01:00[Europe/Zurich],0.031403,0.031403,0.031367,0.031377,99.508
2021-02-26T03:55+01:00[Europe/Zurich],0.031374,0.031402,0.031372,0.031399,80.317
2021-02-26T03:56+01:00[Europe/Zurich],0.031397,0.031413,0.031395,0.031408,120.192
2021-02-26T03:57+01:00[Europe/Zurich],0.031414,0.031436,0.031413,0.031425,115.572
2021-02-26T03:58+01:00[Europe/Zurich],0.031426,0.031433,0.031398,0.0314,135.51
2021-02-26T03:59+01:00[Europe/Zurich],0.031402,0.031424,0.031389,0.031421,119.057
2021-02-26T04:00+01:00[Europe/Zurich],0.031422,0.031426,0.031369,0.031378,228.108
2021-02-26T04:01+01:00[Europe/Zurich],0.031374,0.031394,0.031364,0.031378,182.926
2021-02-26T04:02+01:00[Europe/Zurich],0.031378,0.031386,0.031361,0.031376,226.462
2021-02-26T04:03+01:00[Europe/Zurich],0.031374,0.031389,0.031365,0.031373,136.178
2021-02-26T04:04+01:00[Europe/Zurich],0.031372,0.031435,0.031372,0.031429,212.158
2021-02-26T04:05+01:00[Europe/Zurich],0.031429,0.031461,0.03142,0.031451,248.276
2021-02-26T04:06+01:00[Europe/Zurich],0.031453,0.031465,0.031436,0.031457,160.058
2021-02-26T04:07+01:00[Europe/Zurich],0.031458,0.031484,0.03144,0.031446,111.883
2021-02-26T04:08+01:00[Europe/Zurich],0.031447,0.031459,0.031426,0.03143,139.787
2021-02-26T04:09+01:00[Europe/Zurich],0.031429,0.031458,0.031425,0.031453,140.324
2021-02-26T04:10+01:00[Europe/Zurich],0.031449,0.031493,0.031433,0.031492,201.266
2021-02-26T04:11+01:00[Europe/Zurich],0.031491,0.031492,0.031449,0.031454,217.223
2021-02-26T04:12+01:00[Europe/Zurich],0.031454,0.031488,0.031441,0.031484,186.951
2021-02-26T04:13+01:00[Europe/Zurich],0.031486,0.031518,0.031479,0.031479,173.482
2021-02-26T04:14+01:00[Europe/Zurich],0.031479,0.031532,0.031472,0.031506,253.313
2021-02-26T04:15+01:00[Europe/Zurich],0.03151,0.031547,0.031493,0.031547,239.924
2021-02-26T04:16+01:00[Europe/Zurich],0.031547,0.031566,0.031502,0.031502,201.848
2021-02-26T04:17+01:00[Europe/Zurich],0.031504,0.03152,0.031495,0.031508,60.727
2021-02-26T04:18+01:00[Europe/Zurich],0.031508,0.031525,0.031492,0.031498,129.025
2021-02-26T04:19+01:00[Europe/Zurich],0.031495,0.031505,0.031486,0.03149,99.348
2021-02-26T04:20+01:00[Europe/Zurich],0.03149,0.031491,0.031444,0.031449,162.746
2021-02-26T04:21+01:00[Europe/Zurich],0.031448,0.031454,0.031419,0.031422,153.435
2021-02-26T04:22+01:00[Europe/Zurich],0.031423,0.031432,0.031408,0.031419,110.827
2021-02-26T04:23+01:00[Europe/Zurich],0.031423,0.031427,0.031397,0.031401,59.62
2021-02-26T04:24+01:00[Europe/Zurich],0.031401,0.03143,0.03139,0.031421,182.808
2021-02-26T04:25+01:00[Europe/Zurich],0.031423,0.031437,0.031347,0.031349,188.005
2021-02-26T04:26+01:00[Europe/Zurich],0.031348,0.0314,0.031345,0.031393,288.79
2021-02-26T04:27+01:00[Europe/Zurich],0.031389,0.031411,0.031377,0.031386,113.601
2021-02-26T04:28+01:00[Europe/Zurich],0.031385,0.031412,0.031369,0.031391,160.406
2021-02-26T04:29+01:00[Europe/Zurich],0.031391,0.031412,0.031383,0.031398,117.759
2021-02-26T04:30+01:00[Europe/Zurich],0.031398,0.031406,0.031375,0.031391,99.988
2021-02-26T04:31+01:00[Europe/Zurich],0.031388,0.031455,0.031377,0.031445,125.21
2021-02-26T04:32+01:00[Europe/Zurich],0.031444,0.03145,0.031428,0.031434,84.488
2021-02-26T04:33+01:00[Europe/Zurich],0.031439,0.031481,0.031417,0.031475,276.63
2021-02-26T04:34+01:00[Europe/Zurich],0.031472,0.031483,0.03145,0.031464,230.167
2021-02-26T04:35+01:00[Europe/Zurich],0.031465,0.031473,0.031444,0.03145,99.077
2021-02-26T04:36+01:00[Europe/Zurich],0.031451,0.031479,0.031445,0.031459,187.609
2021-02-26T04:37+01:00[Europe/Zurich],0.031461,0.031481,0.03145,0.031468,374.712
2021-02-26T04:38+01:00[Europe/Zurich],0.031469,0.031469,0.03143,0.031439,200.99
2021-02-26T04:39+01:00[Europe/Zurich],0.031438,0.031478,0.031437,0.031467,144.209
2021-02-26T04:40+01:00[Europe/Zurich],0.031468,0.031478,0.031458,0.031473,106.733
2021-02-26T04:41+01:00[Europe/Zurich],0.031471,0.031479,0.031443,0.031461,120.138
2021-02-26T04:42+01:00[Europe/Zurich],0.031465,0.031475,0.031437,0.031442,201.952
2021-02-26T04:43+01:00[Europe/Zurich],0.031444,0.031446,0.031417,0.031435,126.859
2021-02-26T04:44+01:00[Europe/Zurich],0.031433,0.031457,0.031428,0.031456,162.533
2021-02-26T04:45+01:00[Europe/Zurich],0.031461,0.031501,0.031455,0.031475,129.511
2021-02-26T04:46+01:00[Europe/Zurich],0.031483,0.031495,0.031462,0.031464,106.211
2021-02-26T04:47+01:00[Europe/Zurich],0.031463,0.031478,0.03145,0.03145,98.502
2021-02-26T04:48+01:00[Europe/Zurich],0.031451,0.03146,0.031438,0.03146,166.671
2021-02-26T04:49+01:00[Europe/Zurich],0.031456,0.03147,0.03144,0.031463,149.769
2021-02-26T04:50+01:00[Europe/Zurich],0.031463,0.031485,0.031449,0.031482,137.14
2021-02-26T04:51+01:00[Europe/Zurich],0.03148,0.031484,0.031446,0.031448,94.72
2021-02-26T04:52+01:00[Europe/Zurich],0.031447,0.031466,0.031441,0.031447,85.899
2021-02-26T04:53+01:00[Europe/Zurich],0.031446,0.031483,0.031439,0.03148,84.674
2021-02-26T04:54+01:00[Europe/Zurich],0.031479,0.031484,0.031469,0.031481,118.371
2021-02-26T04:55+01:00[Europe/Zurich],0.031483,0.031497,0.031475,0.031497,148.47
2021-02-26T04:56+01:00[Europe/Zurich],0.031498,0.031502,0.031469,0.031482,137.047
2021-02-26T04:57+01:00[Europe/Zurich],0.031482,0.031483,0.03145,0.031454,86.694
2021-02-26T04:58+01:00[Europe/Zurich],0.031453,0.031462,0.031441,0.031462,148.974
2021-02-26T04:59+01:00[Europe/Zurich],0.031471,0.031509,0.03147,0.031506,152.687
2021-02-26T05:00+01:00[Europe/Zurich],0.031505,0.031538,0.031493,0.031537,205.782
2021-02-26T05:01+01:00[Europe/Zurich],0.031535,0.031564,0.031524,0.03153,180.674
2021-02-26T05:02+01:00[Europe/Zurich],0.031533,0.031573,0.03153,0.031548,440.112
2021-02-26T05:03+01:00[Europe/Zurich],0.031548,0.03156,0.031527,0.031557,189.136
2021-02-26T05:04+01:00[Europe/Zurich],0.031557,0.031636,0.031555,0.031605,177.556
2021-02-26T05:05+01:00[Europe/Zurich],0.031605,0.031673,0.031594,0.031663,278.962
2021-02-26T05:06+01:00[Europe/Zurich],0.031663,0.03175,0.031634,0.031739,266.605
2021-02-26T05:07+01:00[Europe/Zurich],0.03174,0.031858,0.031714,0.031833,671.461
2021-02-26T05:08+01:00[Europe/Zurich],0.031831,0.031873,0.031804,0.031864,267.838
2021-02-26T05:09+01:00[Europe/Zurich],0.031865,0.031924,0.03184,0.031894,399.591
2021-02-26T05:10+01:00[Europe/Zurich],0.031894,0.03195,0.031853,0.031946,285.504
2021-02-26T05:11+01:00[Europe/Zurich],0.031949,0.031952,0.031868,0.031892,206.149
2021-02-26T05:12+01:00[Europe/Zurich],0.031891,0.031897,0.031838,0.03187,245.431
2021-02-26T05:13+01:00[Europe/Zurich],0.031871,0.031918,0.031859,0.031918,117.251
2021-02-26T05:14+01:00[Europe/Zurich],0.03192,0.031941,0.031876,0.031941,280.825
2021-02-26T05:15+01:00[Europe/Zurich],0.031941,0.031965,0.031925,0.03195,366.011
2021-02-26T05:16+01:00[Europe/Zurich],0.031959,0.032014,0.031943,0.032014,437.833
2021-02-26T05:17+01:00[Europe/Zurich],0.032014,0.032073,0.032006,0.03202,551.083
2021-02-26T05:18+01:00[Europe/Zurich],0.03202,0.032034,0.031999,0.032011,170.55
2021-02-26T05:19+01:00[Europe/Zurich],0.032011,0.032036,0.031979,0.031979,183.776
2021-02-26T05:20+01:00[Europe/Zurich],0.031978,0.031995,0.031968,0.031979,115.77
2021-02-26T05:21+01:00[Europe/Zurich],0.03198,0.031984,0.031965,0.031979,179.297
2021-02-26T05:22+01:00[Europe/Zurich],0.03198,0.031985,0.031967,0.031971,153.056
2021-02-26T05:23+01:00[Europe/Zurich],0.031971,0.03199,0.031944,0.031959,566.975
2021-02-26T05:24+01:00[Europe/Zurich],0.031962,0.032061,0.031946,0.032029,697.212
2021-02-26T05:25+01:00[Europe/Zurich],0.032031,0.032054,0.031983,0.031989,234.098
2021-02-26T05:26+01:00[Europe/Zurich],0.031988,0.032003,0.031973,0.031996,222.715
2021-02-26T05:27+01:00[Europe/Zurich],0.031999,0.032091,0.031987,0.032035,471.488
2021-02-26T05:28+01:00[Europe/Zurich],0.032041,0.032045,0.032,0.032,96.024
2021-02-26T05:29+01:00[Europe/Zurich],0.032,0.032063,0.031984,0.032052,435.204
2021-02-26T05:30+01:00[Europe/Zurich],0.032052,0.032149,0.032049,0.032149,843.277
2021-02-26T05:31+01:00[Europe/Zurich],0.032149,0.032193,0.03214,0.032177,768.303
2021-02-26T05:32+01:00[Europe/Zurich],0.032174,0.032199,0.032161,0.032193,464.228
2021-02-26T05:33+01:00[Europe/Zurich],0.032195,0.032213,0.032166,0.032172,466.073
2021-02-26T05:34+01:00[Europe/Zurich],0.03217,0.03217,0.032099,0.032118,264.334
2021-02-26T05:35+01:00[Europe/Zurich],0.032117,0.032118,0.032042,0.032089,196.787
2021-02-26T05:36+01:00[Europe/Zurich],0.032089,0.032144,0.032077,0.032103,153.895
2021-02-26T05:37+01:00[Europe/Zurich],0.032104,0.032117,0.032068,0.032072,95.392
2021-02-26T05:38+01:00[Europe/Zurich],0.032073,0.032079,0.032066,0.032075,103.713
2021-02-26T05:39+01:00[Europe/Zurich],0.032075,0.032098,0.032068,0.03207,118.409
2021-02-26T05:40+01:00[Europe/Zurich],0.032071,0.032118,0.032068,0.032109,175.124
2021-02-26T05:41+01:00[Europe/Zurich],0.032109,0.032147,0.032107,0.032135,244.078
2021-02-26T05:42+01:00[Europe/Zurich],0.032135,0.032149,0.032112,0.032118,425.023
2021-02-26T05:43+01:00[Europe/Zurich],0.032118,0.032144,0.032102,0.032131,110.48
2021-02-26T05:44+01:00[Europe/Zurich],0.032128,0.032171,0.032112,0.03216,189.021
2021-02-26T05:45+01:00[Europe/Zurich],0.032156,0.032156,0.032105,0.032141,161.181
2021-02-26T05:46+01:00[Europe/Zurich],0.032147,0.032157,0.032059,0.032066,159.298
2021-02-26T05:47+01:00[Europe/Zurich],0.032065,0.032086,0.032063,0.032068,69.615
2021-02-26T05:48+01:00[Europe/Zurich],0.032067,0.032079,0.032049,0.032062,130.468
2021-02-26T05:49+01:00[Europe/Zurich],0.032065,0.032065,0.03203,0.03204,78.757
2021-02-26T05:50+01:00[Europe/Zurich],0.03204,0.032041,0.031987,0.032009,191.582
2021-02-26T05:51+01:00[Europe/Zurich],0.032004,0.03202,0.031993,0.03202,157.192
2021-02-26T05:52+01:00[Europe/Zurich],0.032023,0.032062,0.032013,0.032031,177.292
2021-02-26T05:53+01:00[Europe/Zurich],0.032032,0.032044,0.032014,0.032023,181.179
2021-02-26T05:54+01:00[Europe/Zurich],0.032023,0.032071,0.032008,0.03207,422.475
2021-02-26T05:55+01:00[Europe/Zurich],0.032068,0.032098,0.032055,0.032055,257.11
2021-02-26T05:56+01:00[Europe/Zurich],0.032056,0.032056,0.03199,0.032001,211.816
2021-02-26T05:57+01:00[Europe/Zurich],0.032,0.032048,0.031985,0.032033,281.729
2021-02-26T05:58+01:00[Europe/Zurich],0.032033,0.032034,0.031975,0.031978,154.574
2021-02-26T05:59+01:00[Europe/Zurich],0.031979,0.031991,0.031966,0.031991,118.837
2021-02-26T06:00+01:00[Europe/Zurich],0.031989,0.032046,0.031982,0.032042,87.83
2021-02-26T06:01+01:00[Europe/Zurich],0.032039,0.032081,0.032038,0.032071,132.58
2021-02-26T06:02+01:00[Europe/Zurich],0.032077,0.032133,0.032077,0.032098,273.905
2021-02-26T06:03+01:00[Europe/Zurich],0.032095,0.032113,0.032042,0.03205,92.479
2021-02-26T06:04+01:00[Europe/Zurich],0.03205,0.032055,0.032022,0.032023,106.641
2021-02-26T06:05+01:00[Europe/Zurich],0.032023,0.032042,0.03201,0.032019,71.971
2021-02-26T06:06+01:00[Europe/Zurich],0.032019,0.03208,0.032007,0.032042,413.355
2021-02-26T06:07+01:00[Europe/Zurich],0.032043,0.032044,0.032018,0.032032,112.3
2021-02-26T06:08+01:00[Europe/Zurich],0.03203,0.032034,0.032009,0.032014,100.444
2021-02-26T06:09+01:00[Europe/Zurich],0.032009,0.032045,0.032008,0.032024,152.348
2021-02-26T06:10+01:00[Europe/Zurich],0.032029,0.032039,0.032023,0.032034,200.907
2021-02-26T06:11+01:00[Europe/Zurich],0.032034,0.032047,0.032009,0.032029,195.446
2021-02-26T06:12+01:00[Europe/Zurich],0.032031,0.032031,0.031991,0.031991,174.221
2021-02-26T06:13+01:00[Europe/Zurich],0.031991,0.032003,0.031944,0.03195,177.355
2021-02-26T06:14+01:00[Europe/Zurich],0.031951,0.031953,0.031845,0.031845,306.235
2021-02-26T06:15+01:00[Europe/Zurich],0.031847,0.031889,0.031823,0.031888,237.811
2021-02-26T06:16+01:00[Europe/Zurich],0.031889,0.031924,0.031876,0.031919,116.782
2021-02-26T06:17+01:00[Europe/Zurich],0.031917,0.031934,0.031914,0.031914,351.683
2021-02-26T06:18+01:00[Europe/Zurich],0.031917,0.031917,0.031867,0.031893,94.997
2021-02-26T06:19+01:00[Europe/Zurich],0.031894,0.031898,0.031859,0.031896,148.183
2021-02-26T06:20+01:00[Europe/Zurich],0.031892,0.031935,0.031889,0.031914,93.424
2021-02-26T06:21+01:00[Europe/Zurich],0.03191,0.031934,0.031876,0.031885,87.441
2021-02-26T06:22+01:00[Europe/Zurich],0.031887,0.031901,0.031873,0.031882,92.137
2021-02-26T06:23+01:00[Europe/Zurich],0.031879,0.031903,0.031864,0.031878,168.101
2021-02-26T06:24+01:00[Europe/Zurich],0.031883,0.031896,0.031854,0.03189,115.334
2021-02-26T06:25+01:00[Europe/Zurich],0.031891,0.0319,0.031856,0.031856,138.658
2021-02-26T06:26+01:00[Europe/Zurich],0.031856,0.031866,0.031839,0.031854,77.282
2021-02-26T06:27+01:00[Europe/Zurich],0.031856,0.0319,0.031838,0.031883,116.741
2021-02-26T06:28+01:00[Europe/Zurich],0.031883,0.031895,0.031864,0.031869,53.098
2021-02-26T06:29+01:00[Europe/Zurich],0.031866,0.031898,0.031866,0.031893,89.655
2021-02-26T06:30+01:00[Europe/Zurich],0.03189,0.031914,0.031883,0.031899,146.548
2021-02-26T06:31+01:00[Europe/Zurich],0.031899,0.031905,0.031867,0.031869,221.431
2021-02-26T06:32+01:00[Europe/Zurich],0.03187,0.031896,0.031859,0.031859,164.826
2021-02-26T06:33+01:00[Europe/Zurich],0.03186,0.031863,0.031818,0.031853,167.792
2021-02-26T06:34+01:00[Europe/Zurich],0.031858,0.032016,0.03183,0.031896,786.858
2021-02-26T06:35+01:00[Europe/Zurich],0.031894,0.031909,0.031834,0.031841,346.788
2021-02-26T06:36+01:00[Europe/Zurich],0.031845,0.031852,0.031813,0.03185,309.851
2021-02-26T06:37+01:00[Europe/Zurich],0.031851,0.031878,0.031823,0.031847,178.502
2021-02-26T06:38+01:00[Europe/Zurich],0.031849,0.03186,0.031809,0.031827,119.267
2021-02-26T06:39+01:00[Europe/Zurich],0.031831,0.031848,0.031822,0.031834,142.349
2021-02-26T06:40+01:00[Europe/Zurich],0.03183,0.031867,0.031824,0.031861,133.885
2021-02-26T06:41+01:00[Europe/Zurich],0.03186,0.03188,0.031849,0.031849,176.703
2021-02-26T06:42+01:00[Europe/Zurich],0.031855,0.03187,0.031836,0.031849,223.808
2021-02-26T06:43+01:00[Europe/Zurich],0.031852,0.031858,0.031824,0.031834,92.362
2021-02-26T06:44+01:00[Europe/Zurich],0.031835,0.031835,0.031804,0.031815,198.296
2021-02-26T06:45+01:00[Europe/Zurich],0.031816,0.031826,0.031797,0.031807,230.154
2021-02-26T06:46+01:00[Europe/Zurich],0.03181,0.031819,0.031782,0.031807,332.325
2021-02-26T06:47+01:00[Europe/Zurich],0.031811,0.031813,0.031774,0.031802,185.089
2021-02-26T06:48+01:00[Europe/Zurich],0.031806,0.031862,0.031797,0.03184,144.862
2021-02-26T06:49+01:00[Europe/Zurich],0.03184,0.031847,0.031799,0.031847,140.873
2021-02-26T06:50+01:00[Europe/Zurich],0.031844,0.031987,0.031843,0.03196,375.618
2021-02-26T06:51+01:00[Europe/Zurich],0.03196,0.031992,0.031876,0.031889,481.744
2021-02-26T06:52+01:00[Europe/Zurich],0.0319,0.031906,0.031855,0.031878,374.588
2021-02-26T06:53+01:00[Europe/Zurich],0.031881,0.031926,0.031864,0.031926,220.816
2021-02-26T06:54+01:00[Europe/Zurich],0.031924,0.031924,0.031844,0.03185,214.405
2021-02-26T06:55+01:00[Europe/Zurich],0.031851,0.031892,0.031849,0.031883,216.997
2021-02-26T06:56+01:00[Europe/Zurich],0.031883,0.031895,0.031847,0.031878,285.393
2021-02-26T06:57+01:00[Europe/Zurich],0.031881,0.031903,0.031872,0.031885,307.532
2021-02-26T06:58+01:00[Europe/Zurich],0.031882,0.031887,0.031843,0.031859,234.85
2021-02-26T06:59+01:00[Europe/Zurich],0.031859,0.031874,0.031841,0.031853,242.404
2021-02-26T07:00+01:00[Europe/Zurich],0.031853,0.031899,0.031839,0.031883,295.151
2021-02-26T07:01+01:00[Europe/Zurich],0.031884,0.031922,0.031871,0.031889,288.757
2021-02-26T07:02+01:00[Europe/Zurich],0.031889,0.031978,0.031887,0.031937,394.237
2021-02-26T07:03+01:00[Europe/Zurich],0.031938,0.03195,0.031865,0.031884,317.406
2021-02-26T07:04+01:00[Europe/Zurich],0.031879,0.031894,0.031859,0.031869,207.918
2021-02-26T07:05+01:00[Europe/Zurich],0.03187,0.031919,0.03186,0.031919,277.794
2021-02-26T07:06+01:00[Europe/Zurich],0.031922,0.031923,0.031851,0.03186,291.557
2021-02-26T07:07+01:00[Europe/Zurich],0.031855,0.031859,0.03182,0.031822,109.826
